# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=10, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
8.3000  2.646448585289435e-05  -2.123634115028126e-05  2.254910927255647e-10  1.382473015574585e-08
8.3100  2.625297221853574e-05  -2.106661271791560e-05  2.219010857033216e-10  1.360462887484893e-08
8.3200  2.604314907677799e-05  -2.089824081587450e-05  2.183682345991415e-10  1.338803179065651e-08
8.3300  2.583500291659972e-05  -2.073121460228254e-05  2.148916294429465e-10  1.317488311342266e-08
8.3400  2.562852033496448e-05  -2.056552332191643e-05  2.114703747521444e-10  1.296512794162090e-08
8.3500  2.542368803595767e-05  -2.040115630551248e-05  2.081035893009758e-10  1.275871224780302e-08
8.3600  2.522049282993040e-05  -2.023810296907953e-05  2.047904058935328e-10  1.255558286468306e-08
8.3700  2.501892163265017e-05  -2.007635281321752e-05  2.015299711403936e-10  1.235568747144273e-08
8.3800  2.481896146445835e-05  -1.991589542244133e-05  1.983214452388097e-10  1.215897458025503e-08
8.3900  2.462059944943437e-05  -1.975672046451008e-05  1.951640017563958e-10  1.196539352302224e-08
8.4000  2.442382281456663e-05  -1.959881768976192e-05  1.920568274182624e-10  1.177489443832522e-08
8.4100  2.422861888893003e-05  -1.944217693045392e-05  1.889991218975373e-10  1.158742825858035e-08
8.4200  2.403497510286998e-05  -1.928678810010740e-05  1.859900976092222e-10  1.140294669740104e-08
8.4300  2.384287898719311e-05  -1.913264119285842e-05  1.830289795073315e-10  1.122140223716040e-08
8.4400  2.365231817236428e-05  -1.897972628281350e-05  1.801150048852607e-10  1.104274811675198e-08
8.4500  2.346328038771010e-05  -1.882803352341041e-05  1.772474231793332e-10  1.086693831954526e-08
8.4600  2.327575346062882e-05  -1.867755314678422e-05  1.744254957754746e-10  1.069392756153306e-08
8.4700  2.308972531580643e-05  -1.852827546313822e-05  1.716484958189650e-10  1.052367127966749e-08
8.4800  2.290518397443918e-05  -1.838019086012007e-05  1.689157080272207e-10  1.035612562038167e-08
8.4900  2.272211755346217e-05  -1.823328980220273e-05  1.662264285055550e-10  1.019124742829428e-08
8.5000  2.254051426478424e-05  -1.808756283007054e-05  1.635799645658746e-10  1.002899423509378e-08
8.5100  2.236036241452885e-05  -1.794300056001006e-05  1.609756345482606e-10  9.869324248599711e-09
8.5200  2.218165040228111e-05  -1.779959368330585e-05  1.584127676453908e-10  9.712196341998149e-09
8.5300  2.200436672034080e-05  -1.765733296564107e-05  1.558907037297574e-10  9.557570043248461e-09
8.5400  2.182849995298134e-05  -1.751620924650279e-05  1.534087931836349e-10  9.405405524658799e-09
8.5500  2.165403877571472e-05  -1.737621343859223e-05  1.509663967317566e-10  9.255663592627527e-09
8.5600  2.148097195456231e-05  -1.723733652723952e-05  1.485628852766530e-10  9.108305677547963e-09
8.5700  2.130928834533143e-05  -1.709956956982327e-05  1.461976397366130e-10  8.963293823873860e-09
8.5800  2.113897689289777e-05  -1.696290369519471e-05  1.438700508862252e-10  8.820590680343052e-09
8.5900  2.097002663049355e-05  -1.682733010310646e-05  1.415795191994564e-10  8.680159490356750e-09
8.6000  2.080242667900130e-05  -1.669284006364587e-05  1.393254546952303e-10  8.541964082511987e-09
8.6100  2.063616624625337e-05  -1.655942491667288e-05  1.371072767854633e-10  8.405968861284835e-09
8.6200  2.047123462633694e-05  -1.642707607126235e-05  1.349244141255200e-10  8.272138797861904e-09
8.6300  2.030762119890470e-05  -1.629578500515091e-05  1.327763044670505e-10  8.140439421117845e-09
8.6400  2.014531542849093e-05  -1.616554326418812e-05  1.306623945131689e-10  8.010836808736499e-09
8.6500  1.998430686383316e-05  -1.603634246179219e-05  1.285821397759397e-10  7.883297578473381e-09
8.6600  1.982458513719910e-05  -1.590817427840986e-05  1.265350044361306e-10  7.757788879557301e-09
8.6700  1.966613996371912e-05  -1.578103046098072e-05  1.245204612052007e-10  7.634278384228846e-09
8.6800  1.950896114072392e-05  -1.565490282240577e-05  1.225379911894841e-10  7.512734279413603e-09
8.6900  1.935303854708759e-05  -1.552978324102023e-05  1.205870837565364e-10  7.393125258527946e-09
8.7000  1.919836214257587e-05  -1.540566366007057e-05  1.186672364036095e-10  7.275420513415280e-09
8.7100  1.904492196719969e-05  -1.528253608719571e-05  1.167779546282196e-10  7.159589726410670e-09
8.7200  1.889270814057370e-05  -1.516039259391240e-05  1.149187518007770e-10  7.045603062531775e-09
8.7300  1.874171086128017e-05  -1.503922531510464e-05  1.130891490392422e-10  6.933431161794165e-09
8.7400  1.859192040623780e-05  -1.491902644851726e-05  1.112886750857788e-10  6.823045131648958e-09
8.7500  1.844332713007561e-05  -1.479978825425350e-05  1.095168661853700e-10  6.714416539540829e-09
8.7600  1.829592146451192e-05  -1.468150305427662e-05  1.077732659663669e-10  6.607517405584552e-09
8.7700  1.814969391773813e-05  -1.456416323191550e-05  1.060574253229397e-10  6.502320195358109e-09
8.7800  1.800463507380759e-05  -1.444776123137418e-05  1.043689022993994e-10  6.398797812810529e-09
8.7900  1.786073559202927e-05  -1.433228955724532e-05  1.027072619763616e-10  6.296923593282661e-09
8.8000  1.771798620636625e-05  -1.421774077402756e-05  1.010720763587229e-10  6.196671296639060e-09
8.8100  1.757637772483914e-05  -1.410410750564671e-05  9.946292426541997e-11  6.098015100509216e-09
8.8200  1.743590102893411e-05  -1.399138243498083e-05  9.787939122094509e-11  6.000929593636381e-09
8.8300  1.729654707301574e-05  -1.387955830338902e-05  9.632106934858749e-11  5.905389769332278e-09
8.8400  1.715830688374457e-05  -1.376862791024402e-05  9.478755726537524e-11  5.811371019036064e-09
8.8500  1.702117155949931e-05  -1.365858411246857e-05  9.327845997868944e-11  5.718849125975793e-09
8.8600  1.688513226980356e-05  -1.354941982407546e-05  9.179338878452450e-11  5.627800258930792e-09
8.8700  1.675018025475727e-05  -1.344112801571118e-05  9.033196116736802e-11  5.538200966093391e-09
8.8800  1.661630682447267e-05  -1.333370171420337e-05  8.889380070167499e-11  5.450028169028338e-09
8.8900  1.648350335851463e-05  -1.322713400211173e-05  8.747853695491009e-11  5.363259156728381e-09
8.9000  1.635176130534565e-05  -1.312141801728261e-05  8.608580539213439e-11  5.277871579764543e-09
8.9100  1.622107218177518e-05  -1.301654695240718e-05  8.471524728211033e-11  5.193843444529457e-09
8.9200  1.609142757241334e-05  -1.291251405458302e-05  8.336650960490206e-11  5.111153107572402e-09
8.9300  1.596281912912907e-05  -1.280931262487935e-05  8.203924496094678e-11  5.029779270024518e-09
8.9400  1.583523857051255e-05  -1.270693601790561e-05  8.073311148157350e-11  4.949700972112781e-09
8.9500  1.570867768134197e-05  -1.260537764138361e-05  7.944777274094696e-11  4.870897587761299e-09
8.9600  1.558312831205449e-05  -1.250463095572298e-05  7.818289766941273e-11  4.793348819278582e-09
8.9700  1.545858237822149e-05  -1.240468947360011e-05  7.693816046822273e-11  4.717034692129386e-09
8.9800  1.533503186002799e-05  -1.230554675954040e-05  7.571324052561756e-11  4.641935549789787e-09
8.9900  1.521246880175627e-05  -1.220719642950383e-05  7.450782233424556e-11  4.568032048684197e-09
9.0000  1.509088531127352e-05  -1.210963215047397e-05  7.332159540989640e-11  4.495305153202934e-09
9.0100  1.497027355952369e-05  -1.201284764005007e-05  7.215425421152831e-11  4.423736130799176e-09
9.0200  1.485062578002333e-05  -1.191683666604261e-05  7.100549806256876e-11  4.353306547163923e-09
9.0300  1.473193426836154e-05  -1.182159304607193e-05  6.987503107346812e-11  4.283998261477819e-09
9.0400  1.461419138170378e-05  -1.172711064717017e-05  6.876256206548601e-11  4.215793421738538e-09
9.0500  1.449738953829981e-05  -1.163338338538635e-05  6.766780449569162e-11  4.148674460162581e-09
9.0600  1.438152121699543e-05  -1.154040522539460e-05  6.659047638315744e-11  4.082624088660275e-09
9.0700  1.426657895674823e-05  -1.144817018010551e-05  6.553030023632847e-11  4.017625294382815e-09
9.0800  1.415255535614705e-05  -1.135667231028065e-05  6.448700298154761e-11  3.953661335340185e-09
9.0900  1.403944307293553e-05  -1.126590572415011e-05  6.346031589271912e-11  3.890715736088882e-09
9.1000  1.392723482353920e-05  -1.117586457703311e-05  6.244997452209168e-11  3.828772283488250e-09
9.1100  1.381592338259653e-05  -1.108654307096163e-05  6.145571863214367e-11  3.767815022524415e-09
9.1200  1.370550158249369e-05  -1.099793545430711e-05  6.047729212855263e-11  3.707828252200684e-09
9.1300  1.359596231290294e-05  -1.091003602141004e-05  5.951444299423231e-11  3.648796521493378e-09
9.1400  1.348729852032485e-05  -1.082283911221261e-05  5.856692322441948e-11  3.590704625372055e-09
9.1500  1.337950320763408e-05  -1.073633911189418e-05  5.763448876279431e-11  3.533537600883088e-09
9.1600  1.327256943362880e-05  -1.065053045050978e-05  5.671689943861803e-11  3.477280723295604e-09
9.1700  1.316649031258376e-05  -1.056540760263144e-05  5.581391890487116e-11  3.421919502308773e-09
9.1800  1.306125901380690e-05  -1.048096508699239e-05  5.492531457737669e-11  3.367439678319493e-09
9.1900  1.295686876119948e-05  -1.039719746613408e-05  5.405085757489245e-11  3.313827218749482e-09
9.2000  1.285331283281975e-05  -1.031409934605609e-05  5.319032266015730e-11  3.261068314430855e-09
9.2100  1.275058456045014e-05  -1.023166537586878e-05  5.234348818187599e-11  3.209149376049241e-09
9.2200  1.264867732916786e-05  -1.014989024744873e-05  5.151013601762738e-11  3.158057030643539e-09
9.2300  1.254758457691894e-05  -1.006876869509693e-05  5.069005151768201e-11  3.107778118161382e-09
9.2400  1.244729979409571e-05  -9.988295495199754e-06  4.988302344971385e-11  3.058299688069463e-09
9.2500  1.234781652311759e-05  -9.908465465892525e-06  4.908884394439239e-11  3.009608996017801e-09
9.2600  1.224912835801530e-05  -9.829273466725896e-06  4.830730844184086e-11  2.961693500557148e-09
9.2700  1.215122894401835e-05  -9.750714398334839e-06  4.753821563894717e-11  2.914540859908623e-09
9.2800  1.205411197714587e-05  -9.672783202110261e-06  4.678136743751322e-11  2.868138928784805e-09
9.2900  1.195777120380065e-05  -9.595474859873286e-06  4.603656889323013e-11  2.822475755261417e-09
9.3000  1.186220042036645e-05  -9.518784393552121e-06  4.530362816546572e-11  2.777539577698824e-09
9.3100  1.176739347280856e-05  -9.442706864861498e-06  4.458235646785123e-11  2.733318821712543e-09
9.3200  1.167334425627752e-05  -9.367237374984698e-06  4.387256801965511e-11  2.689802097191989e-09
9.3300  1.158004671471601e-05  -9.292371064258088e-06  4.317407999793049e-11  2.646978195366670e-09
9.3400  1.148749484046888e-05  -9.218103111858213e-06  4.248671249042503e-11  2.604836085919109e-09
9.3500  1.139568267389632e-05  -9.144428735491359e-06  4.181028844924005e-11  2.563364914143722e-09
9.3600  1.130460430299007e-05  -9.071343191085610e-06  4.114463364522763e-11  2.522553998150924e-09
9.3700  1.121425386299277e-05  -8.998841772485376e-06  4.048957662311387e-11  2.482392826115756e-09
9.3800  1.112462553602029e-05  -8.926919811148338e-06  3.984494865733634e-11  2.442871053570319e-09
9.3900  1.103571355068713e-05  -8.855572675844848e-06  3.921058370858494e-11  2.403978500739307e-09
9.4000  1.094751218173475e-05  -8.784795772359690e-06  3.858631838103434e-11  2.365705149917955e-09
9.4100  1.086001574966292e-05  -8.714584543196260e-06  3.797199188025759e-11  2.328041142891752e-09
9.4200  1.077321862036401e-05  -8.644934467283105e-06  3.736744597180971e-11  2.290976778397215e-09
9.4300  1.068711520476020e-05  -8.575841059682782e-06  3.677252494047055e-11  2.254502509623097e-09
9.4400  1.060169995844357e-05  -8.507299871303082e-06  3.618707555013672e-11  2.218608941751386e-09
9.4500  1.051696738131910e-05  -8.439306488610517e-06  3.561094700435179e-11  2.183286829537436e-09
9.4600  1.043291201725049e-05  -8.371856533346154e-06  3.504399090746534e-11  2.148527074928639e-09
9.4700  1.034952845370883e-05  -8.304945662243661e-06  3.448606122640990e-11  2.114320724721003e-09
9.4800  1.026681132142408e-05  -8.238569566749641e-06  3.393701425308668e-11  2.080658968253042e-09
9.4900  1.018475529403933e-05  -8.172723972746205e-06  3.339670856735025e-11  2.047533135136376e-09
9.5000  1.010335508776781e-05  -8.107404640275738e-06  3.286500500058228e-11  2.014934693022473e-09
9.5100  1.002260546105268e-05  -8.042607363267880e-06  3.234176659984536e-11  1.982855245404933e-09
9.5200  9.942501214229468e-06  -7.978327969268697e-06  3.182685859260759e-11  1.951286529456766e-09
9.5300  9.863037189191307e-06  -7.914562319171991e-06  3.132014835202856e-11  1.920220413902110e-09
9.5400  9.784208269056748e-06  -7.851306306952784e-06  3.082150536279828e-11  1.889648896921822e-09
9.5500  9.706009377840298e-06  -7.788555859402917e-06  3.033080118751975e-11  1.859564104092422e-09
9.5600  9.628435480125554e-06  -7.726306935868767e-06  2.984790943362691e-11  1.829958286357848e-09
9.5700  9.551481580740959e-06  -7.664555527991067e-06  2.937270572082921e-11  1.800823818033495e-09
9.5800  9.475142724438150e-06  -7.603297659446781e-06  2.890506764907445e-11  1.772153194842045e-09
9.5900  9.399413995572889e-06  -7.542529385693072e-06  2.844487476702175e-11  1.743939031980559e-09
9.6000  9.324290517788517e-06  -7.482246793713298e-06  2.799200854101647e-11  1.716174062218345e-09
9.6100  9.249767453701964e-06  -7.422446001765050e-06  2.754635232455899e-11  1.688851134025106e-09
9.6200  9.175840004592257e-06  -7.363123159130187e-06  2.710779132825965e-11  1.661963209728903e-09
9.6300  9.102503410091514e-06  -7.304274445866888e-06  2.667621259027202e-11  1.635503363703419e-09
9.6400  9.029752947878420e-06  -7.245896072563673e-06  2.625150494719683e-11  1.609464780584115e-09
9.6500  8.957583933374130e-06  -7.187984280095386e-06  2.583355900544919e-11  1.583840753512757e-09
9.6600  8.885991719440640e-06  -7.130535339381159e-06  2.542226711308179e-11  1.558624682409914e-09
9.6700  8.814971696081534e-06  -7.073545551144256e-06  2.501752333205634e-11  1.533810072274945e-09
9.6800  8.744519290145128e-06  -7.017011245673893e-06  2.461922341095694e-11  1.509390531513059e-09
9.6900  8.674629965030008e-06  -6.960928782588923e-06  2.422726475813745e-11  1.485359770289006e-09
9.7000  8.605299220392893e-06  -6.905294550603429e-06  2.384154641529671e-11  1.461711598906978e-09
9.7100  8.536522591858867e-06  -6.850104967294180e-06  2.346196903147420e-11  1.438439926216311e-09
9.7200  8.468295650733886e-06  -6.795356478869954e-06  2.308843483745993e-11  1.415538758042560e-09
9.7300  8.400614003719612e-06  -6.741045559942698e-06  2.272084762061158e-11  1.393002195643552e-09
9.7400  8.333473292630520e-06  -6.687168713300523e-06  2.235911270007268e-11  1.370824434190035e-09
9.7500  8.266869194113269e-06  -6.633722469682508e-06  2.200313690238530e-11  1.348999761270498e-09
9.7600  8.200797419368294e-06  -6.580703387555304e-06  2.165282853749093e-11  1.327522555419803e-09
9.7700  8.135253713873653e-06  -6.528108052891527e-06  2.130809737511360e-11  1.306387284671244e-09
9.7800  8.070233857111065e-06  -6.475933078949921e-06  2.096885462151890e-11  1.285588505131661e-09
9.7900  8.005733662294142e-06  -6.424175106057282e-06  2.063501289664305e-11  1.265120859579228e-09
9.8000  7.941748976098790e-06  -6.372830801392107e-06  2.030648621158598e-11  1.244979076083579e-09
9.8100  7.878275678395762e-06  -6.321896858770000e-06  1.998318994646300e-11  1.225157966647894e-09
9.8200  7.815309681985360e-06  -6.271369998430773e-06  1.966504082860880e-11  1.205652425872605e-09
9.8300  7.752846932334249e-06  -6.221246966827251e-06  1.935195691112864e-11  1.186457429640382e-09
9.8400  7.690883407314373e-06  -6.171524536415775e-06  1.904385755179097e-11  1.167568033822049e-09
9.8500  7.629415116943965e-06  -6.122199505448365e-06  1.874066339225610e-11  1.148979373003110e-09
9.8600  7.568438103130611e-06  -6.073268697766560e-06  1.844229633763556e-11  1.130686659230536e-09
9.8700  7.507948439416392e-06  -6.024728962596892e-06  1.814867953637691e-11  1.112685180779525e-09
9.8800  7.447942230725045e-06  -5.976577174347999e-06  1.785973736046876e-11  1.094970300939877e-09
9.8900  7.388415613111151e-06  -5.928810232409365e-06  1.757539538596099e-11  1.077537456821702e-09
9.9000  7.329364753511322e-06  -5.881425060951662e-06  1.729558037379513e-11  1.060382158180137e-09
9.9100  7.270785849497380e-06  -5.834418608728688e-06  1.702022025093980e-11  1.043499986258779e-09
9.9200  7.212675129031519e-06  -5.787787848880895e-06  1.674924409182667e-11  1.026886592651525e-09
9.9300  7.155028850223404e-06  -5.741529778740475e-06  1.648258210008182e-11  1.010537698182541e-09
9.9400  7.097843301089228e-06  -5.695641419638017e-06  1.622016559054808e-11  9.944490918040529e-10
9.9500  7.041114799312685e-06  -5.650119816710702e-06  1.596192697159349e-11  9.786166295116964e-10
9.9600  6.984839692007857e-06  -5.604962038712028e-06  1.570779972770145e-11  9.630362332771252e-10
9.9700  6.929014355483996e-06  -5.560165177823068e-06  1.545771840233811e-11  9.477038899976187e-10
9.9800  6.873635195012188e-06  -5.515726349465219e-06  1.521161858109245e-11  9.326156504624131e-10
9.9900  6.818698644593876e-06  -5.471642692114464e-06  1.496943687508481e-11  9.177676283354874e-10
10.0000  6.764201166731242e-06  -5.427911367117110e-06  1.473111090463957e-11  9.031559991545436e-10

